CNN,STREET,ST_TYPE,ZIP_CODE,DISTRICT,ACCEPTED,JURISDICTI,NHOOD,LAYER,CNNTEXT,STREETNAME,STREETNA_2,ROWACTUALA,NEIGHBORHO,POINT_X,POINT_Y
6943201,HOLLADAY,AVE,94110,9,N,,Bernal Heights North,STREETS,6943201,HOLLADAY AVE,HOLLADAY AVE fr:PERALTA AVE to:WRIGHT ST,13323,Bernal Heights North,6010908.93,2100357.073
2078000,48TH,AVE,94116,4,N,DPW,Outer Parkside,STREETS,2078000,48TH AVE,48TH AVE fr:TARAVAL ST to:ULLOA ST,42753,Outer Parkside,5981467.823,2098404.959
6906000,HIGH,ST,94114,8,N,,Noe Valley,PAPER,6906000,HIGH ST,HIGH ST fr:25TH ST to:HIGH ST,6190,Noe Valley,5999813.23,2100995.088
5740000,FOUNTAIN,ST,94114,8,N,DPW,Noe Valley,STREETS,5740000,FOUNTAIN ST,FOUNTAIN ST fr:25TH ST to:END: 100-199 BLOCK,6402,Noe Valley,6000369.358,2101036.422
6942000,HOFFMAN,AVE,94114,8,N,DPW,Noe Valley,STREETS,6942000,HOFFMAN AVE,HOFFMAN AVE fr:25TH ST to:END: 500-599 BLOCK,9420,Noe Valley,6000683.227,2101037.112
9206000,MISSISSIPPI,ST,94107,10,N,DPW,Potrero Hill,STREETS,9206000,MISSISSIPPI ST,MISSISSIPPI ST fr:START: 1200-1299 BLOCK to:CESAR CHAVEZ ST,17315,Potrero Hill,6014291.606,2101274.583
12996000,YELLOW CAB ACCESS ROAD,,94107,10,N,DPW,Potrero Hill,PRIVATE,12996000,YELLOW CAB ACCESS ROAD,YELLOW CAB ACCESS ROAD  fr:MISSOURI ST to:END: 0-0 BLOCK,0,Potrero Hill,6013986.57,2101586.821
9217000,MISSOURI,ST,94107,10,N,,Potrero Hill,PAPER,9217000,MISSOURI ST,MISSOURI ST fr:25TH ST to:YELLOW CAB ACCESS ROAD,62514,Potrero Hill,6013704.359,2101576.168
9218000,MISSOURI,ST,94107,10,N,DPW,Potrero Hill,STREETS,9218000,MISSOURI ST,MISSOURI ST fr:YELLOW CAB ACCESS ROAD to:CESAR CHAVEZ ST,12411,Potrero Hill,6013729.575,2101108.563
8699000,MARIN,ST,94124,10,N,DPW,Bayview District,STREETS,8699000,MARIN ST,MARIN ST fr:MARIN ST to:EVANS AVE,62528,Bayview District,6013781.787,2100535.076
12623000,TOLAND,ST,94124,10,N,DPW,Bayview District,STREETS,12623000,TOLAND ST,TOLAND ST fr:GALVEZ AVE to:HUDSON AVE,17426,Bayview District,6013119.841,2099535.237
5339000,EVANS,AVE,94124,10,N,,Bayview District,STREETS,5339000,EVANS AVE,EVANS AVE fr:SELBY ST to:TOLAND ST,45355,Bayview District,6013791.637,2099904.16
5988000,GALVEZ,AVE,94124,10,N,,Bayview District,STREETS,5988000,GALVEZ AVE,GALVEZ AVE fr:SELBY ST to:TOLAND ST,46001,Bayview District,6013470.453,2099447.936
9503000,NAPOLEON,ST,94124,10,N,,Bayview District,UPROW,9503000,NAPOLEON ST,NAPOLEON ST fr:SELBY ST to:EVANS AVE,44162,Bayview District,6013957.782,2100112.852
7505000,JERROLD,AVE,94124,10,N,DPW,Bayview District,STREETS,7505000,JERROLD AVE,JERROLD AVE fr:JERROLD AVE to:BAY SHORE BLVD,10794,Bayview District,6011383.637,2100228.636
7504000,JERROLD,AVE,94124,10,N,DPW,Bayview District,STREETS,7504000,JERROLD AVE,JERROLD AVE fr:BARNEVELD AVE to:JERROLD AVE,24423,Bayview District,6011495.423,2099962.594
8700000,MARIN,ST,94124,10,N,,Bayview District,STREETS,8700000,MARIN ST,MARIN ST fr:KANSAS ST to:HWY 101 N ON RAMP,25163,Bayview District,6011571.294,2100478.703
11741000,SELBY,ST,94124,10,N,,Bayview District,STREETS,11741000,SELBY ST,SELBY ST fr:HUDSON AVE to:INNES AVE,17332,Bayview District,6013484.393,2098908.709
9035000,MILTON I ROSS,ST,94124,10,N,DPW,Bayview District,STREETS,9035000,MILTON I ROSS ST,MILTON I ROSS ST fr:JERROLD AVE to:KIRKWOOD AVE,7016,Bayview District,6012720.751,2098750.023
2800101,BAY SHORE,BLVD,94124,10,N,,Bayview District,STREETS,2800101,BAY SHORE BLVD,BAY SHORE BLVD fr:OAKDALE AVE to:FLOWER ST,18332,Bayview District,6010771.8,2098517.179
2800102,BAY SHORE,BLVD,94124,10,N,,Bayview District,STREETS,2800102,BAY SHORE BLVD,BAY SHORE BLVD fr:FLOWER ST to:CORTLAND AVE,79633,Bayview District,6010424.79,2097928.515
9558000,NEWCOMB,AVE,94124,10,N,,Bayview District,STREETS,9558000,NEWCOMB AVE,NEWCOMB AVE fr:SELBY ST to:TOLAND ST,24560,Bayview District,6012295.843,2097875.175
9559000,NEWCOMB,AVE,94124,10,N,DPW,Bayview District,STREETS,9559000,NEWCOMB AVE,NEWCOMB AVE fr:TOLAND ST to:BARNEVELD AVE,35039,Bayview District,6011683.943,2098330.915
8929000,MCKINNON,AVE,94124,10,N,DPW,Bayview District,STREETS,8929000,MCKINNON AVE,MCKINNON AVE fr:TOLAND ST to:UPTON ST,44111,Bayview District,6011974.363,2098459.774
8928000,MCKINNON,AVE,94124,10,N,,Bayview District,STREETS,8928000,MCKINNON AVE,MCKINNON AVE fr:SELBY ST to:TOLAND ST,47203,Bayview District,6012461.669,2098094.451
8686000,MARENGO,ST,94124,10,N,DPW,Bayview District,STREETS,8686000,MARENGO ST,MARENGO ST fr:WATERLOO ST to:BAY SHORE BLVD,14268,Bayview District,6010439.177,2097086.979
8313000,LETTUCE,LN,94124,10,N,DPW,Bayview District,STREETS,8313000,LETTUCE LN,LETTUCE LN fr:JERROLD AVE to:KIRKWOOD AVE,5059,Bayview District,6012680.798,2098775.084
10304000,PATTERSON,ST,94124,10,N,DPW,Bayview District,STREETS,10304000,PATTERSON ST,PATTERSON ST fr:OAKDALE AVE to:FLOWER ST,8150,Bayview District,6010875.557,2098454.492
7899000,KIRKWOOD,AVE,94124,10,N,DPW,Bayview District,STREETS,7899000,KIRKWOOD AVE,KIRKWOOD AVE fr:MILTON I ROSS ST to:LETTUCE LN,1074,Bayview District,6012627.157,2098662.394
9794000,OAKDALE,AVE,94124,10,N,,Bayview District,STREETS,9794000,OAKDALE AVE,OAKDALE AVE fr:SELBY ST to:TOLAND ST,49131,Bayview District,6012128.757,2097650.493
7900000,KIRKWOOD,AVE,94124,10,N,,Bayview District,UPROW,7900000,KIRKWOOD AVE,KIRKWOOD AVE fr:LETTUCE LN to:TOLAND ST,3798,Bayview District,6012559.714,2098698.404
7500204,JERROLD,AVE,94124,10,N,DPW,Bayview District,STREETS,7500204,JERROLD AVE,JERROLD AVE fr:MILTON I ROSS ST to:TOLAND ST,9976,Bayview District,6012771.538,2098944.367
7500104,JERROLD,AVE,94124,10,N,DPW,Bayview District,STREETS,7500104,JERROLD AVE,JERROLD AVE fr:MILTON I ROSS ST to:LETTUCE LN,2129,Bayview District,6012774.392,2098862.713
7500105,JERROLD,AVE,94124,10,N,DPW,Bayview District,STREETS,7500105,JERROLD AVE,JERROLD AVE fr:LETTUCE LN to:TOLAND ST,8453,Bayview District,6012729.042,2098927.976
7500103,JERROLD,AVE,94124,10,N,,Bayview District,STREETS,7500103,JERROLD AVE,JERROLD AVE fr:SELBY ST to:MILTON I ROSS ST,19240,Bayview District,6012994.837,2098690.295
7500203,JERROLD,AVE,94124,10,N,,Bayview District,STREETS,7500203,JERROLD AVE,JERROLD AVE fr:SELBY ST to:MILTON I ROSS ST,20436,Bayview District,6013055.282,2098768.722
7898000,KIRKWOOD,AVE,94124,10,N,,Bayview District,STREETS,7898000,KIRKWOOD AVE,KIRKWOOD AVE fr:SELBY ST to:MILTON I ROSS ST,41446,Bayview District,6012861.51,2098501.11
11740000,SELBY,ST,94124,10,N,,Bayview District,STREETS,11740000,SELBY ST,SELBY ST fr:GALVEZ AVE to:HUDSON AVE,17211,Bayview District,6013653.456,2099136.342
13019000,UPTON,ST,94124,10,N,DPW,Bayview District,STREETS,13019000,UPTON ST,UPTON ST fr:JERROLD AVE to:MCKINNON AVE,42133,Bayview District,6012001.324,2098966.381
7081000,HUDSON,AVE,94124,10,N,,Bayview District,STREETS,7081000,HUDSON AVE,HUDSON AVE fr:SELBY ST to:TOLAND ST,48050,Bayview District,6013302.844,2099223.643
9034000,MILTON I ROSS,ST,94124,10,N,DPW,Bayview District,STREETS,9034000,MILTON I ROSS ST,MILTON I ROSS ST fr:INNES AVE to:JERROLD AVE,6053,Bayview District,6012917.208,2099009.355
7202000,INDIANA,ST,94124,10,N,DPW,Bayview District,STREETS,7202000,INDIANA ST,INDIANA ST fr:MARIN ST to:INDIANA ST,17498,Bayview District,6015182.288,2100511.946
7176000,ILLINOIS,ST,94124,10,N,DPW,Hunters Point,STREETS,7176000,ILLINOIS ST,ILLINOIS ST fr:CESAR CHAVEZ ST to:MARIN ST,31206,Hunters Point,6016282.226,2100940.352
12490000,TENNESSEE,ST,94107,10,N,,Potrero Hill,PAPER,12490000,TENNESSEE ST,TENNESSEE ST fr:25TH ST to:TENNESSEE ST,11265,Potrero Hill,6015653.85,2102004.24
7174000,ILLINOIS,ST,94107,10,N,,Potrero Hill,UPROW,7174000,ILLINOIS ST,ILLINOIS ST fr:25TH ST to:26TH ST,37522,Potrero Hill,6016226.074,2101871.021
9062000,MINNESOTA,ST,94107,10,N,DPW,Potrero Hill,STREETS,9062000,MINNESOTA ST,MINNESOTA ST fr:26TH ST to:CESAR CHAVEZ ST,37910,Potrero Hill,6015408.563,2101358.448
8697000,MARIN,ST,94124,10,N,DPW,Bayview District,STREETS,8697000,MARIN ST,MARIN ST fr:TENNESSEE ST to:INDIANA ST,44963,Bayview District,6015455.493,2100648.011
12492000,TENNESSEE,ST,94107,10,N,DPW,Potrero Hill,STREETS,12492000,TENNESSEE ST,TENNESSEE ST fr:26TH ST to:CESAR CHAVEZ ST,37021,Potrero Hill,6015689.58,2101374.067
12494000,TENNESSEE,ST,94124,10,N,DPW,Bayview District,STREETS,12494000,TENNESSEE ST,TENNESSEE ST fr:MARIN ST to:TENNESSEE ST,16220,Bayview District,6015742.932,2100541.961
7175000,ILLINOIS,ST,94107,10,N,,Potrero Hill,UPROW,7175000,ILLINOIS ST,ILLINOIS ST fr:26TH ST to:CESAR CHAVEZ ST,35829,Potrero Hill,6016251.829,2101403.362
8797000,MARYLAND,ST,94107,10,N,,Potrero Hill,UPROW,8797000,MARYLAND ST,MARYLAND ST fr:25TH ST to:26TH ST,37083,Potrero Hill,6017344.049,2101929.835
12493000,TENNESSEE,ST,94124,10,N,DPW,Bayview District,STREETS,12493000,TENNESSEE ST,TENNESSEE ST fr:CESAR CHAVEZ ST to:MARIN ST,31077,Bayview District,6015722.665,2100901.607
9061000,MINNESOTA,ST,94107,10,N,DPW,Potrero Hill,STREETS,9061000,MINNESOTA ST,MINNESOTA ST fr:MINNESOTA ST to:26TH ST,23501,Potrero Hill,6015386.645,2101744.791
1498000,26TH,ST,94107,10,N,DPW,Potrero Hill,STREETS,1498000,26TH ST,26TH ST fr:03RD ST to:TENNESSEE ST,19038,Potrero Hill,6015820.834,2101617.91
1501000,26TH,ST,94107,10,N,DPW,Potrero Hill,STREETS,1501000,26TH ST,26TH ST fr:INDIANA ST to:26TH ST,9020,Potrero Hill,6015048.562,2101577.41
1500000,26TH,ST,94107,10,N,DPW,Potrero Hill,STREETS,1500000,26TH ST,26TH ST fr:MINNESOTA ST to:INDIANA ST,18432,Potrero Hill,6015256.247,2101588.302
9060000,MINNESOTA,ST,94107,10,N,,Potrero Hill,PAPER,9060000,MINNESOTA ST,MINNESOTA ST fr:25TH ST to:MINNESOTA ST,12672,Potrero Hill,6015372.62,2101977.183
7201000,INDIANA,ST,94124,10,N,DPW,Bayview District,STREETS,7201000,INDIANA ST,INDIANA ST fr:CESAR CHAVEZ ST to:MARIN ST,31811,Bayview District,6015160.087,2100874.046
2471000,CESAR CHAVEZ,ST,94124,10,N,DPW,Potrero Hill,STREETS,2471000,CESAR CHAVEZ ST,CESAR CHAVEZ ST fr:INDIANA ST to:IOWA ST,5833,Potrero Hill,6015002.856,2101124.043
12979000,I-280 N OFF,RAMP,94124,10,N,,Bayview District,STREETS,12979000,I-280 N OFF RAMP,I-280 N OFF RAMP fr:START: 0-0 BLOCK to:JERROLD AVE,0,Bayview District,6014280.735,2099781.904
4614000,DAVIDSON,AVE,94124,10,N,DPW,Bayview District,STREETS,4614000,DAVIDSON AVE,DAVIDSON AVE fr:QUINT ST to:RANKIN ST,52272,Bayview District,6015035.092,2099329.274
4560000,CUSTER,AVE,94124,10,N,DPW,Bayview District,STREETS,4560000,CUSTER AVE,CUSTER AVE fr:QUINT ST to:RANKIN ST,53080,Bayview District,6015202.679,2099554.199
5337000,EVANS,AVE,94124,10,N,DPW,Bayview District,STREETS,5337000,EVANS AVE,EVANS AVE fr:RANKIN ST to:SELBY ST,37197,Bayview District,6014416.392,2099439.988
10828000,QUINT,ST,94124,10,N,DPW,Bayview District,STREETS,10828000,QUINT ST,QUINT ST fr:CUSTER AVE to:DAVIDSON AVE,17963,Bayview District,6015383.881,2099242.958
10827000,QUINT,ST,94124,10,N,DPW,Bayview District,STREETS,10827000,QUINT ST,QUINT ST fr:ARTHUR AVE to:CUSTER AVE,37905,Bayview District,6015645.865,2099592.052
10926000,RANKIN,ST,94124,10,N,DPW,Bayview District,STREETS,10926000,RANKIN ST,RANKIN ST fr:CUSTER AVE to:DAVIDSON AVE,17941,Bayview District,6014853.891,2099640.515
4615000,DAVIDSON,AVE,94124,10,N,,Bayview District,STREETS,4615000,DAVIDSON AVE,DAVIDSON AVE fr:RANKIN ST to:SELBY ST,43621,Bayview District,6014527.27,2099710.416
8926000,MCKINNON,AVE,94124,10,N,,Bayview District,UPROW,8926000,MCKINNON AVE,MCKINNON AVE fr:START: 1800-1899 BLOCK to:QUINT ST,11272,Bayview District,6013857.138,2097059.417
10930000,RANKIN,ST,94124,10,N,DPW,Bayview District,STREETS,10930000,RANKIN ST,RANKIN ST fr:JERROLD AVE to:KIRKWOOD AVE,13563,Bayview District,6013672.887,2098059.65
10931000,RANKIN,ST,94124,10,N,DPW,Bayview District,STREETS,10931000,RANKIN ST,RANKIN ST fr:KIRKWOOD AVE to:MCKINNON AVE,33022,Bayview District,6013425.67,2097726.285
10929000,RANKIN,ST,94124,10,N,DPW,Bayview District,STREETS,10929000,RANKIN ST,RANKIN ST fr:INNES AVE to:JERROLD AVE,3344,Bayview District,6013817.952,2098325.351
10932000,RANKIN,ST,94124,10,N,DPW,Bayview District,STREETS,10932000,RANKIN ST,RANKIN ST fr:NEWCOMB AVE to:OAKDALE AVE,17579,Bayview District,6013012.352,2097167.64
9555000,NEWCOMB,AVE,94124,10,N,,Bayview District,UPROW,9555000,NEWCOMB AVE,NEWCOMB AVE fr:START: 1801-1899 BLOCK to:QUINT ST,23931,Bayview District,6013749.091,2096791.024
7896000,KIRKWOOD,AVE,94124,10,N,DPW,Bayview District,STREETS,7896000,KIRKWOOD AVE,KIRKWOOD AVE fr:START: 1800-1899 BLOCK to:RANKIN ST,22785,Bayview District,6013708.491,2097868.396
7263000,INNES,AVE,94124,10,N,,Bayview District,STREETS,7263000,INNES AVE,INNES AVE fr:RANKIN ST to:SELBY ST,33083,Bayview District,6013643.79,2098608.285
7500101,JERROLD,AVE,94124,10,N,DPW,Bayview District,STREETS,7500101,JERROLD AVE,JERROLD AVE fr:JERROLD AVE to:RANKIN ST,4317,Bayview District,6013782.501,2098153.484
7500102,JERROLD,AVE,94124,10,N,,Bayview District,STREETS,7500102,JERROLD AVE,JERROLD AVE fr:RANKIN ST to:SELBY ST,27209,Bayview District,6013466.601,2098338.13
7500201,JERROLD,AVE,94124,10,N,DPW,Bayview District,STREETS,7500201,JERROLD AVE,JERROLD AVE fr:JERROLD AVE to:RANKIN ST,3833,Bayview District,6013780.352,2098184.506
7500202,JERROLD,AVE,94124,10,N,,Bayview District,STREETS,7500202,JERROLD AVE,JERROLD AVE fr:RANKIN ST to:SELBY ST,21136,Bayview District,6013508.821,2098428.504
9557000,NEWCOMB,AVE,94124,10,N,,Bayview District,STREETS,9557000,NEWCOMB AVE,NEWCOMB AVE fr:RANKIN ST to:SELBY ST,48253,Bayview District,6012828.544,2097477.638
8927000,MCKINNON,AVE,94124,10,N,,Bayview District,STREETS,8927000,MCKINNON AVE,MCKINNON AVE fr:RANKIN ST to:SELBY ST,46779,Bayview District,6012991.24,2097697.873
4559000,CUSTER,AVE,94124,10,N,DPW,Bayview District,STREETS,4559000,CUSTER AVE,CUSTER AVE fr:03RD ST to:QUINT ST,51862,Bayview District,6015727.462,2099160.769
10928000,RANKIN,ST,94124,10,N,DPW,Bayview District,STREETS,10928000,RANKIN ST,RANKIN ST fr:EVANS AVE to:END: 300-399 BLOCK,35900,Bayview District,6014435.415,2099074.512
10829000,QUINT,ST,94124,10,N,DPW,Bayview District,STREETS,10829000,QUINT ST,QUINT ST fr:DAVIDSON AVE to:EVANS AVE,17992,Bayview District,6015215.275,2099018.291
4613000,DAVIDSON,AVE,94124,10,N,DPW,Bayview District,STREETS,4613000,DAVIDSON AVE,DAVIDSON AVE fr:PHELPS ST to:QUINT ST,52778,Bayview District,6015564.554,2098931.89
7207201,INDUSTRIAL,ST,94124,10,N,DPW,Bayview District,STREETS,7207201,INDUSTRIAL ST,INDUSTRIAL ST fr:CHARTER OAK AVE to:LOOMIS ST,9719,Bayview District,6010745.226,2096961.744
7204201,INDUSTRIAL,ST,94124,10,N,DPW,Bayview District,STREETS,7204201,INDUSTRIAL ST,INDUSTRIAL ST fr:OAKDALE AVE to:PALOU AVE,18104,Bayview District,6012210.203,2097445.124
7208201,INDUSTRIAL,ST,94124,10,N,DPW,Bayview District,STREETS,7208201,INDUSTRIAL ST,INDUSTRIAL ST fr:LOOMIS ST to:BAY SHORE BLVD,17760,Bayview District,6010470.06,2096872.748
1403000,25TH,ST,94107,10,N,,Potrero Hill,STREETS,1403000,25TH ST,25TH ST fr:MICHIGAN ST to:ILLINOIS ST,18333,Potrero Hill,6016352.137,2102112.51
1404000,25TH,ST,94107,10,N,DPW,Potrero Hill,STREETS,1404000,25TH ST,25TH ST fr:ILLINOIS ST to:03RD ST,17879,Potrero Hill,6016075.606,2102097.917
13765000,YORBA,ST,94116,4,N,,Outer Parkside,Streets_Pedestri,13765000,YORBA ST,YORBA ST fr:YORBA ST to:41ST AVE,2016,Outer Parkside,5983735.033,2096109.564
12922000,UNNAMED 036,,94116,7,N,,Forest  Hill,Streets_Pedestri,12922000,UNNAMED 036,UNNAMED 036  fr:CASTENADA AVE to:MAGELLAN AVE,6424,Forest  Hill,5994295.798,2100206.673
12919000,UNNAMED 033,,94116,7,N,,Forest  Hill,Streets_Pedestri,12919000,UNNAMED 033,UNNAMED 033  fr:VENTURA AVE to:PACHECO ST,2588,Forest  Hill,5994132.657,2101687.553
10302000,FOREST HILL,PATH,94116,7,N,,Forest  Hill,Streets_Pedestri,10302000,FOREST HILL PATH,FOREST HILL PATH fr:PACHECO ST to:MAGELLAN AVE,3088,Forest  Hill,5994360.237,2101041.988
9996000,ORTEGA,ST,94122,7,N,,Inner Sunset,PAPER,9996000,ORTEGA ST,ORTEGA ST fr:START: 1-99 BLOCK to:08TH AVE,6015,Inner Sunset,5993808.027,2102571.675
12918000,UNNAMED 032,,94116,7,N,,Forest  Hill,Streets_Pedestri,12918000,UNNAMED 032,UNNAMED 032  fr:SAN MARCOS AVE to:CASTENADA AVE,3116,Forest  Hill,5993418.234,2100209.082
12917000,UNNAMED 031,,94116,7,N,,Golden Gate Heights,Streets_Pedestri,12917000,UNNAMED 031,UNNAMED 031  fr:09TH AVE to:SAN MARCOS AVE,2534,Golden Gate Heights,5993397.165,2100484.234
444102,09TH,AVE,94116,7,N,DPW,Golden Gate Heights,STREETS,444102,09TH AVE,09TH AVE fr:UNNAMED 031 to:09TH AVE,7788,Golden Gate Heights,5993237.418,2100582.291
518000,12TH,AVE,94116,7,N,,Golden Gate Heights,PAPER,518000,12TH AVE,12TH AVE fr:RIVERA ST to:END: 1-49 BLOCK,3114,Golden Gate Heights,5992635.097,2100352.114
11492000,SAN MARCOS,AVE,94116,7,N,DPW,Forest  Hill,STREETS,11492000,SAN MARCOS AVE,SAN MARCOS AVE fr:CASTENADA AVE to:SANTA RITA AVE,8545,Forest  Hill,5993805.425,2100275.814
11497000,SAN MARCOS,AVE,94116,7,N,,Golden Gate Heights,UPROW,11497000,SAN MARCOS AVE,SAN MARCOS AVE fr:SAN MARCOS AVE to:END: 327-499 BLOCK,20361,Golden Gate Heights,5992661.596,2100231.934
12920000,UNNAMED 034,,94116,7,N,,Forest  Hill,Streets_Pedestri,12920000,UNNAMED 034,UNNAMED 034  fr:PACHECO ST to:SOTELO AVE,2508,Forest  Hill,5993986.698,2101428.764
444202,09TH,AVE,94116,7,N,DPW,Golden Gate Heights,STREETS,444202,09TH AVE,09TH AVE fr:UNNAMED 030 to:09TH AVE,4122,Golden Gate Heights,5993187.595,2100591.547
8974000,MENDOSA,AVE,94116,7,N,DPW,Golden Gate Heights,STREETS,8974000,MENDOSA AVE,MENDOSA AVE fr:MENDOSA AVE to:END: 133-199 BLOCK,5452,Golden Gate Heights,5992837.659,2100891.305
479000,10TH,AVE,94116,7,N,DPW,Golden Gate Heights,STREETS,479000,10TH AVE,10TH AVE fr:QUINTARA ST to:MENDOSA AVE,24060,Golden Gate Heights,5993200.986,2101015.164
12942000,MENDOSA,AVE,94116,7,N,,Golden Gate Heights,PAPER,12942000,MENDOSA AVE,MENDOSA AVE fr:START: 0-0 BLOCK to:12TH AVE,1956,Golden Gate Heights,5992653.388,2100860.194
11044000,RIVERA,ST,94116,7,N,,Golden Gate Heights,PAPER,11044000,RIVERA ST,RIVERA ST fr:09TH AVE to:FUNSTON AVE,2987,Golden Gate Heights,5992442.578,2100519.461
12916000,UNNAMED 030,,94116,7,N,,Golden Gate Heights,Streets_Pedestri,12916000,UNNAMED 030,UNNAMED 030  fr:10TH AVE to:09TH AVE,2555,Golden Gate Heights,5993256.363,2100728.473
444201,09TH,AVE,94116,7,N,DPW,Forest  Hill,STREETS,444201,09TH AVE,09TH AVE fr:09TH AVE to:UNNAMED #030,5672,Forest  Hill,5993378.541,2100630.404
12921000,UNNAMED 035,,94116,7,N,,Forest  Hill,Streets_Pedestri,12921000,UNNAMED 035,UNNAMED 035  fr:VENTURA AVE to:END: 0-0 BLOCK,2639,Forest  Hill,5993933.196,2101908.893
2699000,BALMY,ST,94110,9,N,DPW,Inner Mission,STREETS,2699000,BALMY ST,BALMY ST fr:24TH ST to:25TH ST,11571,Inner Mission,6008811.414,2101858.436
13223000,VERMONT,ST,94110,10,N,,Inner Mission,Paper_fwys,13223000,VERMONT ST,VERMONT ST fr:25TH ST to:26TH ST,1131,Inner Mission,6011457.23,2101591.441
13222000,VERMONT,ST,94110,10,N,DPW,Inner Mission,STREETS,13222000,VERMONT ST,VERMONT ST fr:24TH ST to:25TH ST,35927,Inner Mission,6011430.377,2102074.48
13221000,VERMONT,ST,94110,10,N,DPW,Inner Mission,STREETS,13221000,VERMONT ST,VERMONT ST fr:23RD ST to:24TH ST,36824,Inner Mission,6011405.75,2102539.624
11362000,SAN BRUNO,AVE,94110,10,N,DPW,Inner Mission,STREETS,11362000,SAN BRUNO AVE,SAN BRUNO AVE fr:25TH ST to:SAN BRUNO AVE,51246,Inner Mission,6011184.044,2101506.8
10674201,POTRERO,AVE,94110,9,N,,Inner Mission,STREETS,10674201,POTRERO AVE,POTRERO AVE fr:25TH ST to:HWY 101 S ON RAMP,61079,Inner Mission,6010648.285,2101378.431
2479203,CESAR CHAVEZ,ST,94110,9,N,,Inner Mission,STREETS,2479203,CESAR CHAVEZ ST,CESAR CHAVEZ ST fr:HWY 101 S OFF RAMP to:HAMPSHIRE ST,27697,Inner Mission,6010646.718,2100799.849
10804000,QUANE,ST,94110,8,N,DPW,Noe Valley,STREETS,10804000,QUANE ST,QUANE ST fr:22ND ST to:23RD ST,8557,Noe Valley,6005258.113,2102831.69
10601000,POPLAR,ST,94110,9,N,DPW,Inner Mission,STREETS,10601000,POPLAR ST,POPLAR ST fr:START: 1-99 BLOCK to:24TH ST,1756,Inner Mission,6006280.112,2102077.619
8331000,LILAC,ST,94110,9,N,DPW,Inner Mission,STREETS,8331000,LILAC ST,LILAC ST fr:24TH ST to:25TH ST,7911,Inner Mission,6007244.173,2101771.047
9964000,ORANGE,ALY,94110,9,N,DPW,Inner Mission,STREETS,9964000,ORANGE ALY,ORANGE ALY fr:25TH ST to:26TH ST,8555,Inner Mission,6006637.085,2101152.868
10038000,OSAGE,ALY,94110,9,N,DPW,Inner Mission,STREETS,10038000,OSAGE ALY,OSAGE ALY fr:START: 1-99 BLOCK to:24TH ST,2582,Inner Mission,6006892.695,2102140.244
1206000,22ND,ST,94114,8,N,,Noe Valley,Streets_Pedestri,1206000,22ND ST,22ND ST fr:COLLINGWOOD ST to:DIAMOND ST,11864,Noe Valley,6001931.192,2102937.087
11774000,SEVERN,ST,94114,8,N,DPW,Noe Valley,STREETS,11774000,SEVERN ST,SEVERN ST fr:START: 1-99 BLOCK to:23RD ST,4378,Noe Valley,6004584.439,2102646.322
9528000,NELLIE,ST,94114,8,N,DPW,Noe Valley,STREETS,9528000,NELLIE ST,NELLIE ST fr:START: 1-99 BLOCK to:23RD ST,6385,Noe Valley,6004248.924,2102706.101
8996000,MERSEY,ST,94114,8,N,DPW,Noe Valley,STREETS,8996000,MERSEY ST,MERSEY ST fr:START: 100-199 BLOCK to:24TH ST,3937,Noe Valley,6004928.997,2102082.883
8587000,MABEL,ALY,94109,6,N,DPW,Downtown - Tenderloin,STREETS,8587000,MABEL ALY,MABEL ALY fr:START: 1-99 BLOCK to:HYDE ST,820,Downtown - Tenderloin,6007978.835,2114240.089
2266000,AMITY,ALY,94109,6,N,DPW,Downtown - Tenderloin,STREETS,2266000,AMITY ALY,AMITY ALY fr:START: 1-99 BLOCK to:ADA CT,656,Downtown - Tenderloin,6008138.149,2114262.88
6688000,HARLEM,ALY,94109,6,N,DPW,Downtown - Tenderloin,STREETS,6688000,HARLEM ALY,HARLEM ALY fr:O'FARRELL ST to:END: 1-99 BLOCK,622,Downtown - Tenderloin,6008294.951,2114196.259
8935000,MEACHAM,PL,94109,6,N,DPW,Downtown - Tenderloin,STREETS,8935000,MEACHAM PL,MEACHAM PL fr:START: 1-99 BLOCK to:POST ST,4355,Downtown - Tenderloin,6007757.299,2114688.341
10850000,QUINTARA,ST,94116,7,N,,Golden Gate Heights,UPROW,10850000,QUINTARA ST,QUINTARA ST fr:14TH AVE to:15TH AVE,17664,Golden Gate Heights,5991797.479,2101127.456
9421000,MOUNT,LN,94122,7,N,,Golden Gate Heights,UPROW,9421000,MOUNT LN,MOUNT LN fr:14TH AVE to:15TH AVE,7936,Golden Gate Heights,5991724.347,2103102.073
11800000,SHELDON,TER,94122,7,N,DPW,Golden Gate Heights,PRIVATE,11800000,SHELDON TER,SHELDON TER fr:15TH AVE to:END: 1-99 BLOCK,10817,Golden Gate Heights,5991692.361,2103376.125
11110000,ROCKRIDGE,DR,94116,7,N,DPW,Golden Gate Heights,STREETS,11110000,ROCKRIDGE DR,ROCKRIDGE DR fr:12TH AVE to:FUNSTON AVE,4826,Golden Gate Heights,5992485.342,2101835.849
11111000,ROCKRIDGE,DR,94116,7,N,DPW,Golden Gate Heights,STREETS,11111000,ROCKRIDGE DR,ROCKRIDGE DR fr:FUNSTON AVE to:RADIO TER,20494,Golden Gate Heights,5992228.816,2101822.667
